ProductOrServiceCode,Fiscal_Year_gt_2020,product_or_service_code_description,minofsignedyear,maxofsignedyear,minoflast_modified_year,maxoflast_modified_year,PlatformPortfolio,ProductServiceOrRnDarea,RnD_budgetActivity
AC44,TRUE,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Land Vehicles,Engineering Development,Engineering Development
AC45,FALSE,R&D-TANK - AUTOMOTIVE-OPSY DEV,2001,2009,2004,2021,Land Vehicles,Operational Systems Development,Operational Systems Development
AC45,TRUE,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2022,2020,2022,Land Vehicles,Operational Systems Development,Operational Systems Development
AC46,FALSE,R&D-TANK - AUTOMOTIVE-MGMT SUP,2001,2009,2006,2022,Land Vehicles,R&D administrative and operational expenses,R&D administrative and operational expenses
AC47,FALSE,R&D-TANK - AUTOMOTIVE-COMERCLIZ,2001,2009,2006,2022,Land Vehicles,Commercialization,Commercialization
AC51,FALSE,WEAPONS (BASIC),2001,2009,2004,2022,Ordnance and Missiles,Basic Research (6.1),Basic Research (6.1)
AC51,TRUE,R&D- DEFENSE SYSTEM: WEAPONS (BASIC RESEARCH),2020,2023,2020,2023,Ordnance and Missiles,Basic Research (6.1),Basic Research (6.1)
AC52,FALSE,WEAPONS (APPLIED/EXPLORATORY),2001,2009,2002,2022,Ordnance and Missiles,Applied Research (6.2),Applied Research (6.2)
AC52,TRUE,R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Ordnance and Missiles,Applied Research (6.2),Applied Research (6.2)
AC53,FALSE,WEAPONS (ADVANCED),2001,2009,2004,2022,Ordnance and Missiles,Advanced Development,Advanced Development
AC53,TRUE,R&D- DEFENSE SYSTEM: WEAPONS (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Ordnance and Missiles,Advanced Development,Advanced Development
AC54,FALSE,WEAPONS (ENGINEERING),2001,2009,2003,2021,Ordnance and Missiles,Engineering Development,Engineering Development
AC54,TRUE,R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Ordnance and Missiles,Engineering Development,Engineering Development
AC55,FALSE,WEAPONS (OPERATIONAL),2001,2009,2004,2022,Ordnance and Missiles,Operational Systems Development,Operational Systems Development
AC55,TRUE,R&D- DEFENSE SYSTEM: WEAPONS (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Ordnance and Missiles,Operational Systems Development,Operational Systems Development
AC56,FALSE,WEAPONS (MANAGEMENT/SUPPORT),2001,2009,2006,2022,Ordnance and Missiles,R&D administrative and operational expenses,R&D administrative and operational expenses
AC56,TRUE,R&D- DEFENSE SYSTEM: WEAPONS (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Ordnance and Missiles,R&D administrative and operational expenses,R&D administrative and operational expenses
AC57,FALSE,R&D-WEAPONS-COMERCLIZ,2001,2009,2006,2022,Ordnance and Missiles,Commercialization,Commercialization
AC57,TRUE,R&D- DEFENSE SYSTEM: WEAPONS (COMMERCIALIZED),2020,2023,2020,2023,Ordnance and Missiles,Commercialization,Commercialization
AC61,FALSE,R&D-ELECTRONICS & COMM EQ-B RES,2001,2009,2004,2022,"Electronics, Comms, & Sensors",Basic Research (6.1),Basic Research (6.1)
AC61,TRUE,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH),2020,2023,2020,2023,"Electronics, Comms, & Sensors",Basic Research (6.1),Basic Research (6.1)
AC62,FALSE,R&D-ELECTRONICS & COMM EQ-A RES/EXP,2001,2009,2002,2022,"Electronics, Comms, & Sensors",Applied Research (6.2),Applied Research (6.2)
AC62,TRUE,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,"Electronics, Comms, & Sensors",Applied Research (6.2),Applied Research (6.2)
AC63,FALSE,R&D-ELECTRONICS & COMM EQ-ADV DEV,2001,2009,2001,2022,"Electronics, Comms, & Sensors",Advanced Development,Advanced Development
AC63,TRUE,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ADVANCED DEVELOPMENT),2020,2023,2020,2023,"Electronics, Comms, & Sensors",Advanced Development,Advanced Development
AC64,FALSE,R&D-ELECTRONICS & COMM EQ-ENG DEV,2001,2009,2002,2022,"Electronics, Comms, & Sensors",Engineering Development,Engineering Development
AC64,TRUE,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,"Electronics, Comms, & Sensors",Engineering Development,Engineering Development
AC65,FALSE,R&D-ELECTRONICS & COMM EQ-OPSY DEV,2001,2009,2002,2022,"Electronics, Comms, & Sensors",Operational Systems Development,Operational Systems Development
AC65,TRUE,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,"Electronics, Comms, & Sensors",Operational Systems Development,Operational Systems Development
AC66,FALSE,R&D-ELECTRONICS & COMM EQ-MGMT SUP,2001,2009,2003,2022,"Electronics, Comms, & Sensors",R&D administrative and operational expenses,R&D administrative and operational expenses
AC66,TRUE,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (MANAGEMENT/SUPPORT),2020,2023,2020,2023,"Electronics, Comms, & Sensors",R&D administrative and operational expenses,R&D administrative and operational expenses
AC67,FALSE,R&D-ELECTRONICS & COMM EQ-COMERCLIZ,2001,2009,2005,2022,"Electronics, Comms, & Sensors",Commercialization,Commercialization
AC67,TRUE,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED),2020,2023,2020,2023,"Electronics, Comms, & Sensors",Commercialization,Commercialization
AC91,FALSE,R&D-MISC HARD GOODS-B RES,2001,2009,2002,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AC91,TRUE,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AC92,FALSE,R&D-MISC HARD GOODS-A RES/EXPL DEV,2001,2009,2006,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AC92,TRUE,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AC93,FALSE,R&D-MISC HARD GOODS-ADV DEV,2001,2009,2006,2021,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AC93,TRUE,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AC94,FALSE,R&D-MISC HARD GOODS-ENG DEV,2001,2009,2003,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AC94,TRUE,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AC95,FALSE,R&D-MISC HARD GOODS-OPSY DEV,2001,2009,2006,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AC95,TRUE,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AC96,FALSE,R&D-MISC HARD GOODS-MGMT SUP,2001,2009,2006,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AC96,TRUE,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AC97,FALSE,R&D-MISC HARD GOODS-COMERCLIZ,2001,2009,2006,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AC97,TRUE,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (COMMERCIALIZED),2020,2023,2020,2023,Other R&D and Knowledge Based,Commercialization,Commercialization
AD11,FALSE,AMMUNITION (BASIC),2001,2009,2004,2022,Ordnance and Missiles,Basic Research (6.1),Basic Research (6.1)
AD11,TRUE,R&D- DEFENSE OTHER: AMMUNITION (BASIC RESEARCH),2020,2023,2020,2023,Ordnance and Missiles,Basic Research (6.1),Basic Research (6.1)
AD12,FALSE,AMMUNITION (APPLIED/EXPLORATORY),2001,2009,2006,2022,Ordnance and Missiles,Applied Research (6.2),Applied Research (6.2)
AD12,TRUE,R&D- DEFENSE OTHER: AMMUNITION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2022,2020,2022,Ordnance and Missiles,Applied Research (6.2),Applied Research (6.2)
AD13,FALSE,AMMUNITION (ADVANCED),2001,2009,2006,2022,Ordnance and Missiles,Advanced Development,Advanced Development
AD13,TRUE,R&D- DEFENSE OTHER: AMMUNITION (ADVANCED DEVELOPMENT),2020,2023,2021,2023,Ordnance and Missiles,Advanced Development,Advanced Development
AD14,FALSE,AMMUNITION (ENGINEERING),2001,2009,2006,2021,Ordnance and Missiles,Engineering Development,Engineering Development
AD14,TRUE,R&D- DEFENSE OTHER: AMMUNITION (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Ordnance and Missiles,Engineering Development,Engineering Development
AD15,FALSE,AMMUNITION (OPERATIONAL),2001,2009,2005,2020,Ordnance and Missiles,Operational Systems Development,Operational Systems Development
AD16,FALSE,R&D- DEFENSE OTHER: AMMUNITION (MANAGEMENT/SUPPORT),2001,2020,2006,2021,Ordnance and Missiles,R&D administrative and operational expenses,R&D administrative and operational expenses
AD17,FALSE,R&D-AMMUNITION-COMERCLIZ,2002,2020,2006,2021,Ordnance and Missiles,Commercialization,Commercialization
AD20,FALSE,R&D-SVCS,2004,2005,2004,2010,Other R&D and Knowledge Based,Uncategorized R&D,Uncategorized R&D
AD21,FALSE,SERVICES (BASIC),2001,2009,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AD21,TRUE,R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AD22,FALSE,SERVICES (APPLIED/EXPLORATORY),2001,2009,2001,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AD22,TRUE,R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AD23,FALSE,SERVICES (ADVANCED),2001,2009,2001,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AD23,TRUE,R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AD24,FALSE,SERVICES (ENGINEERING),2001,2009,2002,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AD24,TRUE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AD25,FALSE,SERVICES (OPERATIONAL),2001,2009,2001,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AD25,TRUE,R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AD26,FALSE,SERVICES (MANAGEMENT/SUPPORT),2001,2009,2001,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AD26,TRUE,R&D- DEFENSE OTHER: SERVICES (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AD27,FALSE,R&D-SVCS-COMERCLIZ,2001,2009,2005,2022,Other R&D and Knowledge Based,Commercialization,Commercialization
AD27,TRUE,R&D- DEFENSE OTHER: SERVICES (COMMERCIALIZED),2020,2023,2020,2023,Other R&D and Knowledge Based,Commercialization,Commercialization
AD31,FALSE,SUBSISTENCE (BASIC),2001,2009,2004,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AD31,TRUE,R&D- DEFENSE OTHER: SUBSISTENCE (BASIC RESEARCH),2020,2022,2020,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AD32,FALSE,SUBSISTENCE (APPLIED/EXPLORATORY),2001,2009,2001,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AD32,TRUE,R&D- DEFENSE OTHER: SUBSISTENCE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2022,2020,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AD33,FALSE,SUBSISTENCE (ADVANCED),2001,2009,2006,2020,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AD33,TRUE,R&D- DEFENSE OTHER: SUBSISTENCE (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AD34,FALSE,SUBSISTENCE (ENGINEERING),2001,2020,2004,2020,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AD35,FALSE,SUBSISTENCE (OPERATIONAL),2002,2009,2006,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AD35,TRUE,R&D- DEFENSE OTHER: SUBSISTENCE (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AD36,FALSE,SUBSISTENCE (MANAGEMENT/SUPPORT),2001,2020,2004,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AD37,FALSE,R&D-SUBSISTENCE-COMERCLIZ,2002,2009,2009,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AD41,FALSE,"R&D-TEXTILES,CLOTHING,ETC-B RES",2001,2009,2006,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AD41,TRUE,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AD42,FALSE,"R&D-TEXTILES,CLOTHING,ETC-A RES/EXP",2001,2009,2006,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AD42,TRUE,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AD43,FALSE,"R&D-TEXTILES,CLOTHING,ETC-ADV DEV",2001,2009,2006,2021,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AD43,TRUE,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AD44,FALSE,"R&D-TEXTILES,CLOTHING,ETC-ENG DEV",2001,2009,2005,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AD44,TRUE,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AD45,FALSE,"R&D-TEXTILES,CLOTHING,ETC-OPSY DEV",2001,2009,2006,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AD45,TRUE,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2022,2020,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AD46,FALSE,"R&D-TEXTILES,CLOTHING,ETC-MGMT SUP",2005,2009,2009,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AD46,TRUE,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (MANAGEMENT/SUPPORT),2020,2022,2020,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AD47,FALSE,"R&D-TEXTILES,CLOTHING,ETC-COMERCLIZ",2004,2008,2005,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AD47,TRUE,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (COMMERCIALIZED),2020,2022,2020,2022,Other R&D and Knowledge Based,Commercialization,Commercialization
AD51,FALSE,FUELS AND LUBRICANTS (BASIC),2001,2009,2003,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AD51,TRUE,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AD52,FALSE,R&D-FUELS & LUBRICANTS-A RES/EXPL D,2001,2009,2004,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AD52,TRUE,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AD53,FALSE,FUELS AND LUBRICANTS (ADVANCED),2001,2009,2003,2021,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AD54,FALSE,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (ENGINEERING DEVELOPMENT),2001,2020,2002,2020,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AD55,FALSE,FUELS AND LUBRICANTS (OPERATIONAL),2001,2009,2005,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AD56,FALSE,R&D-FUELS & LUBRICANTS-MGMT SUP,2001,2007,2004,2019,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AD57,FALSE,R&D-FUELS & LUBRICANTS-COMERCLIZ,2002,2020,2006,2021,Other R&D and Knowledge Based,Commercialization,Commercialization
AD61,FALSE,CONSTRUCTION (BASIC),2001,2009,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AD61,TRUE,R&D- DEFENSE OTHER: CONSTRUCTION (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AD62,FALSE,CONSTRUCTION (APPLIED/EXPLORATORY),2001,2009,2002,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AD62,TRUE,R&D- DEFENSE OTHER: CONSTRUCTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AD63,FALSE,CONSTRUCTION (ADVANCED),2001,2009,2005,2021,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AD64,FALSE,CONSTRUCTION (ENGINEERING),2001,2009,2001,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AD64,TRUE,R&D- DEFENSE OTHER: CONSTRUCTION (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AD65,FALSE,CONSTRUCTION (OPERATIONAL),2001,2009,2003,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AD65,TRUE,R&D- DEFENSE OTHER: CONSTRUCTION (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AD66,FALSE,CONSTRUCTION (MANAGEMENT/SUPPORT),2001,2009,2001,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AD66,TRUE,R&D- DEFENSE OTHER: CONSTRUCTION (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AD67,FALSE,R&D-CONSTRUCT-COMERCLIZ,2002,2020,2006,2022,Other R&D and Knowledge Based,Commercialization,Commercialization
AD91,FALSE,OTHER DEFENSE (BASIC),2001,2009,2003,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AD91,TRUE,R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AD92,FALSE,OTHER DEFENSE (APPLIED/EXPLORATORY),2001,2009,2005,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AD92,TRUE,R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AD93,FALSE,OTHER DEFENSE (ADVANCED),2001,2009,2006,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AD93,TRUE,R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AD94,FALSE,OTHER DEFENSE (ENGINEERING),2001,2009,2002,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AD94,TRUE,R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AD95,FALSE,OTHER DEFENSE (OPERATIONAL),2001,2009,2005,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AD95,TRUE,R&D- DEFENSE OTHER: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AD96,FALSE,OTHER DEFENSE (MANAGEMENT/SUPPORT),2001,2009,2005,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
