"hts10","hts_description","USITC.Tier","PlatformPortfolio.USITC","PlatformPortfolio.Ordnance","PlatformPortfolio","PlatformPortfolio2","PlatformPortfolio3","ArmsDual","ClassificationJustification","Total","MinOfYear","MaxOfYear","Invalid","end_use","minyear","maxyear","mincid","maxcid","sitc","end_use_import","end_use_export","ag_code","sic","naics","hitech","flow","ATP"
"8802.20.0030","NEW MILITARY AIRCRAFT, OF AN UNLADEN WEIGHT EXCEEDING 450 KG BUT NOT EXCEEDING 2,000 KG, NESOI","Systems and Ordnance","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,451391448,1989,2019,FALSE,"50000",2010,2019,2013-06-01,2019-03-01,"79220","50000","50000","1",NA,"336411","00","Both",NA
"8802.20.0070","USED OR REBUILT MILITARY AIRCRAFT, OF AN UNLADEN WEIGHT EXCEEDING 450 KG BUT NOT EXCEEDING 2,000 KG","Systems and Ordnance","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,66306823,1989,2017,FALSE,"50000",2010,2019,2013-06-01,2019-03-01,"79220","50000","50000","1",NA,"336411","00","Both",NA
"8802.20.0120","Other aircraft (for example, helicopters, airplanes, except unmanned aircraft of heading 8806); spacecraft (including satellites) and suborbital and spacecraft launch vehicles: Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg Other: New: Military aircraft: Airplanes",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Arms","htsdata subcategory ""military aircraft""",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both"
"8802.20.0130","Other aircraft (for example, helicopters, airplanes, except unmanned aircraft of heading 8806); spacecraft (including satellites) and suborbital and spacecraft launch vehicles: Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg Other: New: Military aircraft: Other aircraft",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Arms","htsdata subcategory ""military aircraft""",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both"
"8802.20.0170","Other aircraft (for example, helicopters, airplanes, except unmanned aircraft of heading 8806); spacecraft (including satellites) and suborbital and spacecraft launch vehicles: Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg Other: Used or rebuilt: Military aircraft",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Arms","htsdata description as ""military aircraft""",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8802.30.0010","NEW MILITARY AIRCRAFT FIGHTERS, OF AN UNLADEN WEIGHT EXCEEDING 2,000 KG BUT NOT EXCEEDING 15,000 KG","Systems and Ordnance","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,24766169854,1989,2017,FALSE,"50000",2002,2019,2003-02-01,2019-03-01,"79230","50000","50000","1",NA,"336411","08","Both",NA
"8802.30.0020","NEW MILITARY AIRCRAFT, EXCLUDING FIGHTERS, OF AN UNLADEN WEIGHT EXCEEDING 2,000 KG BUT NOT EXCEEDING 15,000 KG","Systems and Ordnance","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,3352900714,1989,2019,FALSE,"50000",2002,2019,2003-02-01,2019-03-01,"79230","50000","50000","1",NA,"336411","08","Both",NA
"8802.30.0070","USED OR REBUILT MILITARY AIRCRAFT, OF AN UNLADEN WEIGHT EXCEEDING 2,000 KG BUT NOT EXCEEDING 15,000 KG","Systems and Ordnance","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,1511793847,1989,2019,FALSE,"50000",2000,2019,2001-02-01,2019-03-01,"79230","50000","50000","1","3721","336411","00","Both",NA
"8802.30.0110","Other aircraft (for example, helicopters, airplanes, except unmanned aircraft of heading 8806); spacecraft (including satellites) and suborbital and spacecraft launch vehicles: Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg New: Military aircraft: Fighters",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Arms","htsdata description as ""fighter""",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both"
"8802.30.0120","Other aircraft (for example, helicopters, airplanes, except unmanned aircraft of heading 8806); spacecraft (including satellites) and suborbital and spacecraft launch vehicles: Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg New: Military aircraft: Other than Fighters",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Arms","htsdata description as ""military aircraft""",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both"
"8802.30.0170","Other aircraft (for example, helicopters, airplanes, except unmanned aircraft of heading 8806); spacecraft (including satellites) and suborbital and spacecraft launch vehicles: Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg Used or rebuilt: Military aircraft",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Arms","htsdata description ""Military aircraft""",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8802.40.0015","NEW MILITARY AIRCRAFT FIGHTERS, OF AN UNLADEN WEIGHT EXCEEDING 15,000 KG","Systems and Ordnance","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,5973378308,1991,2017,FALSE,"50000",1989,2019,1994-07-01,2019-03-01,"79240","50000","50000","1","3721","336411","08","Both",NA
"8802.40.0020","NEW MILITARY CARGO TRANSPORT AIRCRAFT, OF AN UNLADEN WEIGHT EXCEEDING 15,000 KG","Systems and Ordnance","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,14005700674,1989,2018,FALSE,"50000",1996,2019,2001-02-01,2019-03-01,"79240","50000","50000","1","3721","336411","08","Both",NA
"8802.40.0030","NEW MILITARY AIRCRAFT,OTHER THAN FIGHTERS AND CARGO TRANSPORTS, OF AN UNLADEN WEIGHT EXCEEDING 15,000 KG","Systems and Ordnance","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,4970553861,1989,2019,FALSE,"50000",1996,2019,2001-02-01,2019-03-01,"79240","50000","50000","1","3721","336411","08","Both",NA
"8802.40.0080","USED OR REBUILT MILITARY AIRCRAFT, OF AN UNLADEN WEIGHT EXCEEDING 15,000 KG","Systems and Ordnance","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,2036123000,1989,2017,FALSE,"50000",2002,2019,2003-02-01,2019-03-01,"79240","50000","50000","1",NA,"336411","00","Both",NA
"8802.40.0115","Other aircraft (for example, helicopters, airplanes, except unmanned aircraft of heading 8806); spacecraft (including satellites) and suborbital and spacecraft launch vehicles: Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg New: Military aircraft: Fighters",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Arms","htsdata description as ""fighter""",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both"
"8802.40.0120","Other aircraft (for example, helicopters, airplanes, except unmanned aircraft of heading 8806); spacecraft (including satellites) and suborbital and spacecraft launch vehicles: Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg New: Military aircraft: Cargo transports",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Arms","htsdata subcategory ""military aircraft""",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both"
"8802.40.0130","Other aircraft (for example, helicopters, airplanes, except unmanned aircraft of heading 8806); spacecraft (including satellites) and suborbital and spacecraft launch vehicles: Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg New: Military aircraft: Other than Cargo transports",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Arms","htsdata subcategory ""military aircraft""",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both"
"8802.40.0180","Other aircraft (for example, helicopters, airplanes, except unmanned aircraft of heading 8806); spacecraft (including satellites) and suborbital and spacecraft launch vehicles: Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg Used or rebuilt: Military aircraft",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Arms","htsdata description as ""military aircraft""",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8802.50.3000","COMMUNICATIONS SATELLITES","Systems and Ordnance","Aerospace","Aerospace","Space Systems",NA,NA,"Dual",NA,2764586831,1989,1995,FALSE,"21400",1989,1995,1993-07-01,2000-06-01,"79250","21400","21400","1","3663",NA,NA,"Both",NA
"8802.50.9020","MILITARY SPACECRAFT AND SPACECRAFT LAUNCH VEHICLES (EXCLUDING COMMUNICATION SATELLITES)","Systems and Ordnance","Aerospace","Aerospace","Space Systems",NA,NA,"Arms",NA,48817306,1989,1995,FALSE,"50000",1989,1995,1993-07-01,2000-06-01,"79250","50000","50000","1","3761",NA,NA,"Both",NA
"8802.60.3000","COMMUNICATIONS SATELLITES","Systems and Ordnance","Aerospace","Aerospace","Space Systems",NA,NA,"Dual",NA,15617982503,1996,2019,FALSE,"21400",1996,2019,2000-06-01,2019-03-01,"79250","21400","21400","1","3663","334220","04","Both","Both"
"8802.60.9020","MILITARY SPACECRAFT AND SUBORBITAL AND SPACECRAFT LAUNCH VEHICLES (EXCLUDING COMMUNICATION SATELLITES)","Systems and Ordnance","Aerospace","Aerospace","Space Systems",NA,NA,"Arms",NA,47021961,1996,2018,FALSE,"50000",1996,2019,2001-02-01,2019-03-01,"79250","50000","50000","1","3761","336414","08","Both","Both"
"8803.10.0050","PROPELLERS AND ROTORS AND PARTS THEREOF FOR USE IN MILITARY AIRCRAFT","Parts and Accessories","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,2454570128,1989,2007,FALSE,"Mixed",1991,2007,1996-06-01,2008-02-01,"79291","50000","50070","1","3728","336413","08","Both",NA
"8803.10.0060","PROPELLERS AND ROTORS AND PARTS THEREOF, FOR USE IN MILITARY AIRCRAFT","Parts and Accessories","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,1888460277,2008,2019,FALSE,"Mixed",2009,2019,2010-04-01,2019-03-01,"79291","50000","50070","1",NA,"336413","08","Both",NA
"8803.20.0050","UNDERCARRIAGES AND PARTS THEREOF FOR USE IN MILITARY AIRCRAFT","Parts and Accessories","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,3103856344,1989,2007,FALSE,"Mixed",1991,2007,1996-06-01,2008-02-01,"79293","50000","50070","1","3728","336413","08","Both",NA
"8803.20.0060","UNDERCARRIAGES AND PARTS THEREOF, FOR USE IN MILITARY AIRCRAFT","Parts and Accessories","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,1926074840,2008,2019,FALSE,"Mixed",2009,2019,2010-04-01,2019-03-01,"79293","50000","50070","1",NA,"336413","08","Both",NA
"8803.30.0050","OTHER PARTS OF AIRPLANES OR HELICOPTERS FOR USE IN MILITARY AIRCRAFT (EXCLUDES PROPELLERS, ROTORS, UNDERCARRIAGES, AND PARTS THEREOF)","Parts and Accessories","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,67274664225,1989,2007,FALSE,"Mixed",1991,2007,1996-06-01,2008-02-01,"79295","50000","50070","1","3728","336413","08","Both",NA
"8803.30.0060","OTHER PARTS OF AIRPLANES OR HELICOPTERS FOR USE IN MILITARY AIRCRAFT (EXCLUDES PROPELLERS, ROTORS, UNDERCARRIAGES, AND PARTS THEREOF)","Parts and Accessories","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,53570129824,2008,2019,FALSE,"Mixed",2008,2019,2009-02-01,2019-03-01,"79295","50000","50070","1",NA,"336413","08","Both",NA
"8803.90.3000","PARTS OF COMMUNICATIONS SATELLITES","Parts and Accessories","Aerospace","Aerospace","Space Systems",NA,NA,"Dual",NA,3128615902,1989,2019,FALSE,"21400",1991,2019,1996-06-01,2019-03-01,"79297","21400","21400","1","3663","334220","04","Both",NA
"8803.90.9010","OTHER PARTS,NESOI,FOR USE IN CIVIL AIRCRAFT, BALLOONS,DIRIGIBLES,GLIDERS,HANG GLIDERS,AND OTHER NON-POWRERED AIRCRAFT","Parts and Accessories","Aerospace","Aerospace","Aircraft",NA,NA,"Dual",NA,7402887152,1989,2008,FALSE,"22010",1991,2019,1996-06-01,2019-03-01,"79297","22010","22010","1","3728","336413","00","Both",NA
"8803.90.9050","OTHER PARTS,NESOI,FOR USE IN OTHER MILITARY AIRCRAFT,AND SPACECRAFT LAUNCH VEHICLES (EXCLUDING PARTS OF COMMUNICATION SATELLITES)","Parts and Accessories","Aerospace","Aerospace","Aircraft","Space Systems",NA,"Arms",NA,5549972024,1989,2007,FALSE,"Mixed",1991,2007,1996-06-01,2008-02-01,"79297","50000","50070","1","Mixed","336419","00","Both",NA
"8803.90.9060","OTHER PARTS, NESOI, FOR USE IN OTHER MILITARY AIRCRAFT, SPACECRAFT AND SPACECRAFT LAUNCH VEHICLES (EXCLUDING PARTS OF COMMUNICATION SATELLITES)","Parts and Accessories","Aerospace","Aerospace","Aircraft","Space Systems",NA,"Arms",NA,3848757901,2008,2019,FALSE,"Mixed",2009,2019,2010-04-01,2019-03-01,"79297","50000","50070","1",NA,"336419","00","Both",NA
"8804.00.0000","PARACHUTES (INCLUDING DIRIGIBLE PARACHUTES AND PARAGLIDERS) AND ROTOCHUTES; PARTS THEREOF AND ACCESSORIES THERETO","Parts and Accessories","Other Products","Other Products","Other Products",NA,NA,"Dual",NA,1222282644,1989,2019,TRUE,"50010",2002,2019,2003-02-01,2019-03-01,"89996","50010","50010","1",NA,"314999","00","Both",NA
"8805.10.0000","AIRCRAFT LAUNCHING GEAR AND PARTS THEREOF; DECK-ARRESTOR OR SIMILAR GEAR AND PARTS THEREOF","Parts and Accessories","Aerospace","Aerospace","Aircraft",NA,NA,"Arms",NA,2337389226,1989,2019,TRUE,"50010",2002,2019,2003-02-01,2019-03-01,"79283","50010","50010","1",NA,"336413","00","Both",NA
"8805.20.0000","GROUND FLYING TRAINERS AND PARTS THEREOF","Parts and Accessories","Aerospace","Aerospace","Aircraft",NA,NA,"Dual",NA,2840682509,1989,2001,FALSE,"22010",1991,2001,1996-06-01,2002-02-01,"79283","22010","22010","1","3699","335999","08","Both",NA
"8805.21.0000","AIR COMBAT SIMULATORS AND PARTS THEREOF","Parts and Accessories","Other Products","Other Products","Other Products",NA,NA,"Arms",NA,1549207922,2002,2019,FALSE,"Mixed",2002,2019,2003-02-01,2019-03-01,"79283","50000","Mixed","1",NA,"Mixed","08","Both","Both"
"8805.29.0000","GROUND FLYING TRAINERS AND PARTS THEREOF, NESOI","Parts and Accessories","Aerospace","Aerospace","Aircraft",NA,NA,"Dual",NA,1075272119,2002,2008,FALSE,"22010",2002,2019,2003-02-01,2019-03-01,"79283","22010","22010","1",NA,"Mixed","08","Both","Both"
"8807.10.0015","Parts of goods of heading 8801, 8802 or 8806: Propellers and rotors and parts thereof For use in civil aircraft: For use by the Department of Defense or the United States Coast Guard",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Civil","htsdata subcategory as ""for use in civil aircraft""",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Import"
"8807.10.0030","Parts of goods of heading 8801, 8802 or 8806: Propellers and rotors and parts thereof For use in civil aircraft: Other than For use by the Department of Defense or the United States Coast Guard",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Civil","htsdata subcategory as ""for use in civil aircraft""",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Import"
"8807.10.0060","Parts of goods of heading 8801, 8802 or 8806: Propellers and rotors and parts thereof Other than For use in civil aircraft:",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Arms","hts description",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both"
"8807.20.0015","Parts of goods of heading 8801, 8802 or 8806: Undercarriages and parts thereof For use in civil aircraft: For use by the Department of Defense or the United States Coast Guard",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Civil","htsdata subcategory as ""for use in civil aircraft"" but used by the DOD",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Import"
"8807.20.0030","Parts of goods of heading 8801, 8802 or 8806: Undercarriages and parts thereof For use in civil aircraft: Other than For use by the Department of Defense or the United States Coast Guard",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Civil","htsdata subcategory as ""for use in civil aircraft""",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Import"
"8807.20.0060","Parts of goods of heading 8801, 8802 or 8806: Undercarriages and parts thereof Other than For use in civil aircraft:",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Arms","hts description",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both"
"8807.30.0015","Parts of goods of heading 8801, 8802 or 8806: Other parts of airplanes, helicopters or unmanned aircraft For use in civil aircraft: For use by the Department of Defense or the United States Coast Guard",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Civil","hts description",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Import"
"8807.30.0030","Parts of goods of heading 8801, 8802 or 8806: Other parts of airplanes, helicopters or unmanned aircraft For use in civil aircraft: Other than For use by the Department of Defense or the United States Coast Guard",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Civil","hts description",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Import"
"8807.30.0060","Parts of goods of heading 8801, 8802 or 8806: Other parts of airplanes, helicopters or unmanned aircraft Other than For use in civil aircraft:",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Arms","hts description",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both"
"8807.90.9015","Parts of goods of heading 8801, 8802 or 8806: Other: Other For use in civil aircraft: For use by the Department of Defense or the United States Coast Guard",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Civil","htsdata subcategory as ""for use in civil aircraft""",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8807.90.9030","Parts of goods of heading 8801, 8802 or 8806: Other: Other For use in civil aircraft: Other than For use by the Department of Defense or the United States Coast Guard",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Civil","htsdata subcategory as ""for use in civil aircraft""",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8807.90.9060","Parts of goods of heading 8801, 8802 or 8806: Other: Other Other than For use in civil aircraft:",NA,"Aerospace","Aerospace","Aircraft",NA,NA,"Arms","hts description",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8906.00.9010","WARSHIPS","Systems and Ordnance","Ships & Submarines","Ships & Submarines","Ships/Subs",NA,NA,"Arms",NA,749517048,1989,2000,FALSE,"Mixed",1989,2001,1993-07-01,2002-02-01,"79329","50010","50040","1","3731","336611","00","Both",NA
"8906.10.0000","WARSHIPS (INCLUDING SUBMARINES, TROOPSHIPS ETC.)","Systems and Ordnance","Ships & Submarines","Ships & Submarines","Ships/Subs",NA,NA,"Arms",NA,713027879,2002,2019,FALSE,"Mixed",2002,2019,2003-02-01,2019-03-01,"79329","50010","50040","1",NA,"336611","00","Both",NA
"9005.10.0020","Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy; parts and accessories thereof: Binoculars Prism binoculars for use with infrared light",NA,"Parts and Accessories",NA,NA,NA,NA,"Civil","USITC states section 9005 covers non-military fittings",NA,NA,NA,FALSE,"21610",1989,2019,1993-07-01,2019-03-01,"87111","21610","21610","1","3827","333314","09","Both","Both"
"9005.80.4020","Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy; parts and accessories thereof: Other instruments: Optical telescopes For use with infrared light",NA,"Parts and Accessories",NA,NA,NA,NA,"Civil","USITC states section 9005 covers non-military fittings",NA,NA,NA,FALSE,"21610",1989,2019,1993-07-01,2019-03-01,"87115","21610","21610","1","3827","333314","09","Both","Both"
"9005.80.4040","Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy; parts and accessories thereof: Other instruments: Optical telescopes Other than For use with infrared light",NA,"Parts and Accessories",NA,NA,NA,NA,"Civil","USITC states section 9005 covers non-military fittings",NA,NA,NA,FALSE,"21610",1989,2019,1993-07-01,2019-03-01,"87115","21610","21610","1","3827","333314","09","Both","Both"
"9013.10.3000","Lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this chapter: Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter or section XVI: Telescopic sights for rifles: Other than Not designed for use with infrared light",NA,"Parts and Accessories",NA,NA,NA,NA,"Arms","USITC states 9013 section covers fittings for arms",NA,NA,NA,FALSE,"41120",1989,2019,1993-07-01,2019-03-01,"87191","41120",NA,"1","3827","333314","09","Import","Import"
"9013.10.4500","Lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this chapter: Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter or section XVI: Other: Telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter of section XVI",NA,"Parts and Accessories",NA,NA,NA,NA,"Arms","USITC states 9013 section covers fittings for arms",NA,NA,NA,FALSE,"21600",2016,2019,2018-06-01,2019-03-01,"87191","21600",NA,"1",NA,"333314","09","Import","Import"
"9013.10.5000","Lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this chapter: Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter or section XVI: Other: Other than Telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter of section XVI",NA,"Parts and Accessories",NA,NA,NA,NA,"Arms","USITC states 9013 section covers fittings for arms",NA,NA,NA,FALSE,"21600",2016,2019,2018-06-01,2019-03-01,"87191","21600",NA,"1",NA,"333314","09","Import","Import"
"9013.90.2000","Lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this chapter: Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter or section XVI: Other: Other than Telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter of section XVI",NA,"Parts and Accessories",NA,NA,NA,NA,"Arms","USITC states 9013 section covers fittings for arms",NA,NA,NA,FALSE,"41120",2019,2019,2019-03-01,2019-03-01,"87199","41120",NA,"1",NA,"333314","00","Import",NA
"9014.20.8080","Parts and accessories: Of telescopic sights for rifles","Parts and Accessories","Aerospace","Aerospace","Space Systems",NA,NA,"Dual",NA,3975029106,1989,2019,FALSE,"Mixed",1989,2019,1993-07-01,2019-03-01,"87411","50010","50070","1","3812","334511","08","Both","Both"
"9014.80.2000","Direction finding compasses; other navigational instruments and appliances; parts and accessories thereof: Other instruments and appliances: Other: Ships' logs and depth-sounding apparatus",NA,"Parts and Accessories",NA,NA,NA,NA,"Arms","USITC states 9013 section covers fittings for arms",NA,NA,NA,FALSE,"22220",1989,2019,1993-07-01,2019-03-01,"87411","22220","22220","1","3812","334511","09","Both","Both"
"9301.00.3000","MILITARY RIFLES","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,442343464,1989,2001,TRUE,"Mixed",1989,2001,1993-07-01,2002-02-01,"89112","50010","50050","1","3484","332994","00","Both",NA
"9301.00.3010","TELESCOPIC SIGHTS IMPORTED WITH RIFLES OF HEADING 9307 (MILITARY)",NA,"Parts and Accessories",NA,NA,NA,NA,"Arms","hts decription",NA,1989,2001,FALSE,"50010",1989,2001,1993-07-01,2002-02-01,"89112","50010",NA,"1","3484","332994","00","Import",NA
"9301.00.3020","RIFLES OF HEADING 9307 (MILITARY) EXCEPT IMPORTED WITH TELESCOPIC SIGHTS",NA,"Ordnance and Missiles",NA,NA,NA,NA,"Arms","hts decription",NA,1989,2001,FALSE,"50010",1989,2001,1993-07-01,2002-02-01,"89112","50010",NA,"1","3484","332994","00","Import",NA
"9301.00.6000","MILITARY SHOTGUNS","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,13379775,1989,2001,FALSE,"Mixed",1989,2001,1993-07-01,2002-02-01,"89112","50010","50050","1","3484","332994","00","Both",NA
"9301.00.9010","SELF PROPELLED GUNS, HOWITZERS, AND MORTARS HAVING BORE DIAMETER OF MORE THAN 30-MM, INCLUDING SYSTEMS WITH A TOTAL OF MORE THAN 30-MM EACH (MILITARY)","Systems and Ordnance","Ordnance and Missiles","Artillery","Ordnance and Missiles",NA,NA,"Arms",NA,334720979,1989,2001,FALSE,"Mixed",1996,2001,2001-02-01,2002-02-01,"89112","50010","50050","1","3795","336992","09","Both",NA
"9301.00.9020","OTHER GUNS, HOWITZERS, AND MORTARS HAVING A BORE DIAMETER OF MORE THAN 30-MM INCLUDING SYSTEM WITH A TOTAL OF MORE THAN 30-MM FOR EACH (MILITARY)","Systems and Ordnance","Ordnance and Missiles","Artillery","Ordnance and Missiles",NA,NA,"Arms",NA,338382112,1989,2001,FALSE,"Mixed",1996,2001,2001-02-01,2002-02-01,"89112","50010","50050","1","3489","332995","09","Both",NA
"9301.00.9030","MACHINE GUNS WITH A BORE DIAMETER OF LESS THAN 30-MM (MILITARY)","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,110917020,1989,2001,FALSE,"Mixed",1996,2001,2001-02-01,2002-02-01,"89112","50010","50050","1","3484","332994","00","Both",NA
"9301.00.9040","GUNS, HOWITZERS, AND MORTARS HAVING A BORE DIAMETER OF 30-MM OR LESS, EXCEPT SYSTEMS WITH A TOTAL OF MORE THAN 30-MM FOR EACH SYSTEM MLTRY","Systems and Ordnance","Ordnance and Missiles","Artillery","Ordnance and Missiles",NA,NA,"Arms",NA,327325371,1989,2001,FALSE,"Mixed",1996,2001,2001-02-01,2002-02-01,"89112","50010","50050","1","3489","332995","09","Both",NA
"9301.00.9050","MISSILE AND ROCKET LAUNCHERS FLAMETHROWERS, GRENADE LAUNCHERS, AND TORPEDO TUBES, AND SIMILAR PROJECTORS (MILITARY)","Systems and Ordnance","Ordnance and Missiles","Launchers","Ordnance and Missiles",NA,NA,"Arms",NA,1721250732,1989,2001,FALSE,"Mixed",1989,2001,1993-07-01,2002-02-01,"89112","50010","50050","1","3489","332995","09","Both",NA
"9301.00.9090","MILITARY WEAPONS, OTHER THAN REVOLVERS, PISTOLS AND ARMS OF HEADING 9307, NESOI","Systems and Ordnance","Ordnance and Missiles","Other Small Arms","Ordnance and Missiles",NA,NA,"Arms",NA,314535778,1989,2001,FALSE,"Mixed",1989,2001,1993-07-01,2002-02-01,"89112","50010","50050","1","3489","332995","09","Both",NA
"9301.10.0010","SELF-PROPELLED ARTILLERY WEAPONS (FOR EXAMPLE, GUNS, HOWITZERS AND MORTARS) MILITARY WEAPONS, OTHER THAN REVOLVERS & PISTOLS & ARMS OF HEADING 9307","Systems and Ordnance","Land Vehicles","Artillery","Land Vehicles",NA,NA,"Arms",NA,77546130,2012,2019,FALSE,"Mixed",2012,2019,2015-06-01,2019-03-01,"89112","50010","50050","1",NA,"336992","09","Both","Both"
