ProductOrServiceCode,ProductOrServiceCodeText,PlatformPortfolio,ProductOrServiceCode1L,ProductOrServiceCode2L,ProductOrServiceCode2R,ProductOrServiceCode1L1R,Simple,DoDportfolioGroup,DoDportfolio,DoDportfolioCategory,DoDportfolioSubCategory,ProductServiceOrRnDarea,Level1_Code,Level1_Category,Level2_Code,Level2_Category
1830,SPACE VEHICLE REMOTE CONT SYSTEMS,Space Systems,1,18,30,10,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Space Vehicles Components & Spt Eq,Space Vehicle Remote Cont Systems,Missiles & Space,NULL,NULL,NULL,NULL
1840,SPACE VEHICLE LAUNCHERS,Space Systems,1,18,40,10,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Space Vehicles Components & Spt Eq,Space Vehicle Launchers,Missiles & Space,NULL,NULL,NULL,NULL
1850,SPACE VEHICLE HANDLING & SERVICE EQ,Space Systems,1,18,50,10,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Space Vehicles Components & Spt Eq,Space Vehicle Handling & Service Eq,Missiles & Space,NULL,NULL,NULL,NULL
1860,SPACE SURVIVAL EQUIPMENT,Space Systems,1,18,60,10,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Space Vehicles Components & Spt Eq,Space Survival Equipment,Missiles & Space,NULL,NULL,NULL,NULL
1900,Frigates and Corvettes,Ships & Submarines,1,19,0,10,Products,4.  Sustainment S&E,Support Ships & Small Craft,Small Craft & Vessels,Description Unknown,Ships,NULL,NULL,NULL,NULL
1901,AIRCRAFT CARRIERS,Ships & Submarines,1,19,1,11,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Ships & Submarines,Aircraft Carriers,Aircraft Carriers,Ships,NULL,NULL,NULL,NULL
1902,CRUISERS,Ships & Submarines,1,19,2,12,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Ships & Submarines,Combat Ships,Cruisers,Ships,NULL,NULL,NULL,NULL
1903,DESTROYERS,Ships & Submarines,1,19,3,13,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Ships & Submarines,Combat Ships,Destroyers,Ships,NULL,NULL,NULL,NULL
1904,SUBMARINES,Ships & Submarines,1,19,4,14,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Ships & Submarines,Submarines,Submarines,Ships,NULL,NULL,NULL,NULL
1905,COMBAT SHIPS AND LANDING VESSELS,Ships & Submarines,1,19,5,15,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Ships & Submarines,Combat Ships,Combat Ships and Landing Vessels,Ships,11,"Aircraft, Ships/Submarines & Land Vehicles",11.3,Ships & Submarines
1906,MINELAYERS ADN MINESWEEPERS,Ships & Submarines,1,19,6,16,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Ships & Submarines,Combat Ships,Minelayers and Minesweepers,Ships,NULL,NULL,NULL,NULL
1907,LANDING CRAFT,Ships & Submarines,1,19,7,17,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Ships & Submarines,Combat Ships,Landing Craft,Ships,NULL,NULL,NULL,NULL
1908,TORPEDO BOATS AND GUN BOATS,Ships & Submarines,1,19,8,18,Products,4.  Sustainment S&E,Support Ships & Small Craft,Small Craft & Vessels,Torpedo Boats And Gun Boats,Ships,NULL,NULL,NULL,NULL
1909,Hydrofoils,Ships & Submarines,1,19,9,19,Products,4.  Sustainment S&E,Support Ships & Small Craft,Small Craft & Vessels,Torpedo Boats And Gun Boats,Ships,NULL,NULL,NULL,NULL
1910,"TRANSPORT VESSELS, PASSENGER AND TROOP",Ships & Submarines,1,19,10,10,Products,4.  Sustainment S&E,Support Ships & Small Craft,Small Craft & Vessels,Transport Vessels-Passenger & Troop,Ships,14,Sustainment S&E,14.5,Support Ships & Small Craft
1911,AMPHIBIOUS ASSAULT SHIPS,Ships & Submarines,1,19,11,11,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Ships & Submarines,Amphibious Assault Ships,Amphibious Assault Ships,Ships,NULL,NULL,NULL,NULL
1915,CARGO AND TANKER VESSELS,Ships & Submarines,1,19,15,15,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Ships & Submarines,Cargo and Tanker Vessels,Cargo and Tanker Vessels,Ships,11,"Aircraft, Ships/Submarines & Land Vehicles",11.3,Ships & Submarines
1920,FISHING VESSELS,Ships & Submarines,1,19,20,10,Products,4.  Sustainment S&E,Support Ships & Small Craft,Small Craft & Vessels,Fishing Vessels,Ships,14,Sustainment S&E,14.5,Support Ships & Small Craft
1921,TUGS AND TOWBOATS,Ships & Submarines,1,19,21,11,Products,4.  Sustainment S&E,Support Ships & Small Craft,Auxillary Ships,Tugs And Towboats,Ships,NULL,NULL,NULL,NULL
1922,Fire Boats,Ships & Submarines,1,19,22,12,Products,4.  Sustainment S&E,Support Ships & Small Craft,Auxillary Ships,Description Unknown,Ships,NULL,NULL,NULL,NULL
1923,ICE BREAKERS,Ships & Submarines,1,19,23,13,Products,4.  Sustainment S&E,Support Ships & Small Craft,Auxillary Ships,Ice Breakers,Ships,NULL,NULL,NULL,NULL
1924,REPAIR SHIPS,Ships & Submarines,1,19,24,14,Products,4.  Sustainment S&E,Support Ships & Small Craft,Support Ships,Repair Ships,Ships,NULL,NULL,NULL,NULL
1925,SPECIAL SERVICE VESSELS,Ships & Submarines,1,19,25,15,Products,4.  Sustainment S&E,Support Ships & Small Craft,Small Craft & Vessels,Special Service Vessels,Ships,14,Sustainment S&E,14.5,Support Ships & Small Craft
1926,Lightships,Ships & Submarines,1,19,26,16,Products,4.  Sustainment S&E,Support Ships & Small Craft,Small Craft & Vessels,Description Unknown,Ships,NULL,NULL,NULL,NULL
1927,Cable Ships,Ships & Submarines,1,19,27,17,Products,4.  Sustainment S&E,Support Ships & Small Craft,Small Craft & Vessels,Description Unknown,Ships,NULL,NULL,NULL,NULL
1928,SALVAGE VESSELS,Ships & Submarines,1,19,28,18,Products,4.  Sustainment S&E,Support Ships & Small Craft,Support Ships,Salvage Vessels,Ships,NULL,NULL,NULL,NULL
1929,RESCUE VESSELS,Ships & Submarines,1,19,29,19,Products,4.  Sustainment S&E,Support Ships & Small Craft,Support Ships,Rescue Vessels,Ships,NULL,NULL,NULL,NULL
1930,"BARGES AND LIGHTERS, CARGO",Ships & Submarines,1,19,30,10,Products,4.  Sustainment S&E,Support Ships & Small Craft,Barges and Lighters,"Barges and Lighters, Cargo",Ships,14,Sustainment S&E,14.5,Support Ships & Small Craft
1935,BARGES & LIGHTERS SPECIAL PURPOSE,Ships & Submarines,1,19,35,15,Products,4.  Sustainment S&E,Support Ships & Small Craft,Barges and Lighters,Barges & Lighters Special Purpose,Ships,14,Sustainment S&E,14.5,Support Ships & Small Craft
1940,SMALL CRAFT,Ships & Submarines,1,19,40,10,Products,4.  Sustainment S&E,Support Ships & Small Craft,Small Craft & Vessels,Small Craft,Ships,14,Sustainment S&E,14.5,Support Ships & Small Craft
1945,PONTOONS AND FLOATING DOCKS,Ships & Submarines,1,19,45,15,Products,4.  Sustainment S&E,Support Ships & Small Craft,Pontoons and Floating Docks,Pontoons and Floating Docks,Ships,14,Sustainment S&E,14.5,Support Ships & Small Craft
1950,FLOATING DRYDOCKS,Ships & Submarines,1,19,50,10,Products,4.  Sustainment S&E,Support Ships & Small Craft,Pontoons and Floating Docks,Floating Drydocks,Ships,14,Sustainment S&E,14.5,Support Ships & Small Craft
1955,DREDGES,Ships & Submarines,1,19,55,15,Products,4.  Sustainment S&E,Support Ships & Small Craft,Small Craft & Vessels,Dredges,Ships,14,Sustainment S&E,14.5,Support Ships & Small Craft
1990,MISCELLANEOUS VESSELS,Ships & Submarines,1,19,90,10,Products,4.  Sustainment S&E,Support Ships & Small Craft,Small Craft & Vessels,Miscellaneous Vessels,Ships,14,Sustainment S&E,14.5,Support Ships & Small Craft
2010,SHIP AND BOAT PROPULSION COMPONENTS,Ships & Submarines,2,20,10,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Ship Engines & Support Equipment,Ship & Marine Equipment,Ships,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2020,RIGGING AND RIGGING GEAR,Ships & Submarines,2,20,20,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Ship Engines & Support Equipment,Ship & Marine Equipment,Ships,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2030,DECK MACHINERY,Ships & Submarines,2,20,30,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Ship Engines & Support Equipment,Ship & Marine Equipment,Ships,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2040,MARINE HARDWARE AND HULL ITEMS,Ships & Submarines,2,20,40,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Ship Engines & Support Equipment,Ship & Marine Equipment,Ships,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2050,BUOYS,Ships & Submarines,2,20,50,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Ship Engines & Support Equipment,Ship & Marine Equipment,Ships,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2060,COMMERCIAL FISHING EQUIPMENT,Ships & Submarines,2,20,60,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Ship Engines & Support Equipment,Ship & Marine Equipment,Ships,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2090,MISC SHIP & MARINE EQ,Ships & Submarines,2,20,90,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Ship Engines & Support Equipment,Ship & Marine Equipment,Ships,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2210,LOCOMOTIVES,Land Vehicles,2,22,10,20,Products,5.  Facilities S&E,Physical Plant & Land,Railway Equipment,Locomotives,Ground Vehicles,7,Transportation and Logistics Services,7.6,Transportation Equipment
2220,RAIL CARS,Land Vehicles,2,22,20,20,Products,5.  Facilities S&E,Physical Plant & Land,Railway Equipment,Rail Cars,Ground Vehicles,7,Transportation and Logistics Services,7.6,Transportation Equipment
2230,RAILROAD RIGHT OF WAY CONSTR EQ,Land Vehicles,2,22,30,20,Products,5.  Facilities S&E,Physical Plant & Land,Railway Equipment,Railroad Right Of Way Constr Eq,Ground Vehicles,7,Transportation and Logistics Services,7.6,Transportation Equipment
2240,LOCOMOTIVE & RAIL CAR ACCESSORIES,Land Vehicles,2,22,40,20,Products,5.  Facilities S&E,Physical Plant & Land,Railway Equipment,Locomotive & Rail Car Accessories,Ground Vehicles,7,Transportation and Logistics Services,7.6,Transportation Equipment
2250,"TRACK MATERIAL, RAILROAD",Land Vehicles,2,22,50,20,Products,5.  Facilities S&E,Physical Plant & Land,Railway Equipment,"Track Material, Railroad",Ground Vehicles,7,Transportation and Logistics Services,7.6,Transportation Equipment
2305,GROUND EFFECT VEHICLES,Land Vehicles,2,23,5,25,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Non-Combat Vehicles,Ground Effects Vehicles,Ground Vehicles,7,Transportation and Logistics Services,7.5,Motor Vehicles
2310,PASSENGER MOTOR VEHICLES,Land Vehicles,2,23,10,20,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Non-Combat Vehicles,Wheeled Vehicles,Ground Vehicles,7,Transportation and Logistics Services,7.5,Motor Vehicles
2320,"TRUCKS AND TRUCK TRACTORS, WHEELED",Land Vehicles,2,23,20,20,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Non-Combat Vehicles,Wheeled Vehicles,Ground Vehicles,7,Transportation and Logistics Services,7.5,Motor Vehicles
2330,TRAILERS,Land Vehicles,2,23,30,20,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Non-Combat Vehicles,Wheeled Vehicles,Ground Vehicles,7,Transportation and Logistics Services,7.6,Transportation Equipment
2340,"MOTORCYCLE,MOTOR SCOOTERS & BIKES",Land Vehicles,2,23,40,20,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Non-Combat Vehicles,Wheeled Vehicles,Ground Vehicles,7,Transportation and Logistics Services,7.6,Transportation Equipment
2350,COMBAT ASSAULT & TACTICAL VEH,Land Vehicles,2,23,50,20,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Combat Vehicles,Tracked Vehicles,Ground Vehicles,11,"Aircraft, Ships/Submarines & Land Vehicles",11.2,Land Combat Vehicles
2355,COMBAT ASSAULT AND TACTICAL VEHICLES WHEELED,Land Vehicles,2,23,55,25,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Combat Vehicles,Wheeled Vehicles,Ground Vehicles,11,"Aircraft, Ships/Submarines & Land Vehicles",11.2,Land Combat Vehicles
2410,"TRACTOR, FULL TRACKED, LOW SPEED",Land Vehicles,2,24,10,20,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Non-Combat Vehicles,Wheeled Vehicles,Ground Vehicles,7,Transportation and Logistics Services,7.6,Transportation Equipment
2420,"TRACTORS, WHEELED",Land Vehicles,2,24,20,20,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Non-Combat Vehicles,Wheeled Vehicles,Ground Vehicles,7,Transportation and Logistics Services,7.6,Transportation Equipment
2430,"TRACTORS, FULL TRACKED, HIGH SPEED",Land Vehicles,2,24,30,20,Products,"1.  Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Non-Combat Vehicles,Tracked Vehicles,Ground Vehicles,7,Transportation and Logistics Services,7.6,Transportation Equipment
25,VEHICULAR EQUIPMENT COMPONENTS,Land Vehicles,2,25,25,25,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,Vehicular Equipment Components,Ground Vehicles,NULL,NULL,NULL,NULL
2510,VEH CAB BODY FRAME STRUCTURAL COMP,Land Vehicles,2,25,10,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,Vehicular Equipment Components,Ground Vehicles,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2520,VEH POWER TRANSMISSION COMPONENTS,Land Vehicles,2,25,20,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,Vehicular Equipment Components,Ground Vehicles,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2530,VEH BRAKE STEERING AXLE WHEEL COMP,Land Vehicles,2,25,30,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,Vehicular Equipment Components,Ground Vehicles,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2540,VEHICULAR FURNITURE AND ACCESSORIES,Land Vehicles,2,25,40,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,Vehicular Equipment Components,Ground Vehicles,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2541,VEH ACCESSORY/WEAPONS SYS SPECIFIC,Land Vehicles,2,25,41,21,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,Vehicular Equipment Components,Ground Vehicles,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2590,MISCELLANEOUS VEHICULAR COMPONENTS,Land Vehicles,2,25,90,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,Vehicular Equipment Components,Ground Vehicles,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2610,TIRES & TUBES PNEUMATIC EXCEPT AIR,Aircraft,2,26,10,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq","Aircraft Engines, Components & Spt Eq",Tires & Tubes,Ground Vehicles,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2620,TIRES & TUBES PNEUMATIC AIRCRAFT,Aircraft,2,26,20,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq","Aircraft Engines, Components & Spt Eq",Tires & Tubes,Ground Vehicles,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2630,"TIRES, SOLID AND CUSHION",Aircraft,2,26,30,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq","Aircraft Engines, Components & Spt Eq",Tires & Tubes,Ground Vehicles,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2640,TIRE REBUILDING AND TIRE AND TUBE REPAIR MATERIALS,Aircraft,2,26,40,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq","Aircraft Engines, Components & Spt Eq",Tires & Tubes,Ground Vehicles,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2805,GAS RECIPROCATING ENG - EXCEPT AIR,Land Vehicles,2,28,5,25,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,"Engines, Turbines & Components",Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2810,GAS RECIPROCATING ENG - AIRCRAFT,Aircraft,2,28,10,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq","Aircraft Engines, Components & Spt Eq","Engines, Turbines & Components",Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2815,DIESEL ENGINES AND COMPONENTS,Land Vehicles,2,28,15,25,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,"Engines, Turbines & Components",Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2820,STEAM ENGINES RECIPROCATING & COMPS,Ships & Submarines,2,28,20,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Ship Engines & Support Equipment,"Engines, Turbines & Components",Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2825,STEAM TURBINES AND COMPONENTS,Ships & Submarines,2,28,25,25,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Ship Engines & Support Equipment,"Engines, Turbines & Components",Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2830,WATER TURBINES AND WATER WHEELS; AND COMPONENTS,Ships & Submarines,2,28,30,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Ship Engines & Support Equipment,"Engines, Turbines & Components",Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2835,GAS TURBINES & JET ENG EXCEPT AIR,Land Vehicles,2,28,35,25,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,"Engines, Turbines & Components",Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2840,GAS TURBINES & JET ENGINES AIRCRAFT,Aircraft,2,28,40,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq","Aircraft Engines, Components & Spt Eq","Engines, Turbines & Components",Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2845,ROCKET ENGINES AND COMPONENTS,Land Vehicles,2,28,45,25,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,"Engines, Turbines & Components",Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2850,GASOLINE ROTARY ENGINES AND COMPONENTS,Land Vehicles,2,28,50,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,"Engines, Turbines & Components",Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2895,MISC ENGINES & COMPONENTS,Land Vehicles,2,28,95,25,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,"Engines, Turbines & Components",Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2910,ENGINE FUEL SYS COMPONENTS NONAIR,Land Vehicles,2,29,10,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,Engine Accessories,Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2915,ENGINE FUEL SYSTEM COMPONENTS AIR,Aircraft,2,29,15,25,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq","Aircraft Engines, Components & Spt Eq",Engine Accessories,Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2920,ENGINE ELECT SYS COMPS NONAIRCRAFT,Land Vehicles,2,29,20,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,Engine Accessories,Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2925,ENGINE ELECT SYS COMPS - AIRCRAFT,Aircraft,2,29,25,25,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq","Aircraft Engines, Components & Spt Eq",Engine Accessories,Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2930,ENGINE COOLING SYS COMPS - NONAIR,Land Vehicles,2,29,30,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,Engine Accessories,Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2935,ENGINE COOLING SYS COMPONENTS - AIR,Aircraft,2,29,35,25,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq","Aircraft Engines, Components & Spt Eq",Engine Accessories,Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2940,ENGINE AIR & OIL FILTERS - NONAIR,Land Vehicles,2,29,40,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq",Tank/Automotive Engines & Components,Engine Accessories,Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2945,ENGINE AIR & OIL FILTERS - AIR,Aircraft,2,29,45,25,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq","Aircraft Engines, Components & Spt Eq",Engine Accessories,Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
2950,TURBOSUPERCHARGER AND COMPONENTS,Aircraft,2,29,50,20,Products,4.  Sustainment S&E,"Engines, Components & Spt Eq","Aircraft Engines, Components & Spt Eq",Engine Accessories,Engines & Power Plants,14,Sustainment S&E,14.2,"Engines, Components & Spt Eq"
